date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-10 16:00:00,"55,99","17,16","5102,73","589,478","404,824","10,44","1,78201","252,059","246,511","248,95","295,096","306,4","250,016","250,356","540,853","558,056","548,507","544,062","557,529","560,06","558,462","67,3","1,51"
2017-03-10 16:00:00,"55,99","17,16","5008,2","587,372","405,19","10,4401","1,78236","251,279","247,148","248,95","295,096","306,4","250,049","250,862","548,735","556,321","545,461","546,519","554,888","566,276","580,917","67,3","1,51"
2017-03-10 16:00:00,"55,99","17,16","4966,41","580,322","402,393","10,4402","1,7827","251,708","247,786","248,577","295,096","306,4","250,049","249,994","529,692","551,789","548,073","553,185","549,956","560,116","576,337","67,3","1,51"
2017-03-10 16:00:00,"55,99","17,16","4980,47","580,78","393,237","10,4403","1,78305","250,873","251,587","249,071","295,096","306,4","250,049","249,456","537,074","545,339","552,851","553,969","551,468","525,135","552,89","67,3","1,51"
2017-03-10 16:00:00,"55,99","17,16","4977,15","585,205","396,929","10,4405","1,78339","250,521","248,884","248,983","295,096","306,4","249,862","249,763","550,938","541,906","552,662","543,285","541,111","532,506","539,148","67,3","1,51"
2017-03-10 17:00:00,"55,99","17,16","4969,53","572,449","399,595","10,4406","1,78373","249,741","246,423","251,565","295,096","306,4","249,642","250,389","555,167","544,854","541,952","531,448","540,154","578,176","553,356","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4970,51","574,738","389,941","10,4407","1,78408","250,17","255,432","252,026","295,096","306,4","249,796","250,488","560,222","559,407","548,344","536,66","534,702","610,572","595,1","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4986,52","575,043","405,864","10,4408","1,78442","249,335","247,742","251,84","295,096","306,4","249,829","249,928","548,71","564,284","550,259","554,822","533,71","570,196","556,478","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4975,98","573,914","401,265","10,4409","1,78477","249,73","252,07","251,807","295,096","306,4","249,829","250,016","546,533","548,824","549,422","543,87","538,861","508,504","494,042","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4976,37","576,324","395,918","10,441","1,78511","248,895","249,203","250,686","295,096","306,4","250,016","250,236","537,599","549,87","556,604","555,682","546,791","532,339","499,451","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4973,05","566,406","408,413","10,4412","1,78546","248,73","250,565","248,807","295,096","306,4","249,675","250,269","534,747","547,176","552,851","548,91","550,368","584,868","541,497","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4969,14","571,838","397,046","10,4413","1,7858","248,917","249,994","247,203","295,096","306,4","249,983","250,082","548,135","545,135","556,55","533,984","545,161","606,428","572,369","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4968,75","573,614","393,917","10,4414","1,78614","248,95","255,165","247,684","295,096","306,4","249,693","250,049","560,261","553,591","551,677","540,18","545,506","599,26","589,988","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4991,6","582,031","393,984","10,4415","1,78649","248,247","249,741","250,84","295,096","306,4","249,785","249,873","556,543","552,928","549,044","551,254","543,62","601,052","603,292","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5001,17","568,481","394,512","10,4416","1,78683","248,774","250,708","251,763","295,096","306,4","249,829","250,181","541,428","554,962","552,608","551,328","545,71","548,3","552,422","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4972,07","576,782","396,738","10,4418","1,78718","248,247","245,566","251,807","295,096","306,4","250,181","249,741","538,425","555,64","544,948","546,716","553,426","512,004","514,79","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4970,51","574,951","401,25","10,4419","1,78752","247,72","242,534","251,807","295,096","306,4","249,917","249,785","541,328","558,816","537,174","539,764","553,87","554,682","529,464","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5011,13","573,73","402,246","10,4419","1,78787","248,511","250,4","251,104","295,096","306,4","250,005","250,005","545,632","545,106","540,522","556,096","549,132","593,66","547,45","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5015,63","563,477","397,793","10,4419","1,78821","248,379","253,872","250,225","295,096","306,4","249,873","250,225","549,336","539,216","544,734","567,734","555,518","582,908","557,274","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5050,78","566,284","398,555","10,4419","1,78855","248,115","250,005","248,115","295,096","306,4","249,829","249,917","556,443","544,994","535,562","544,53","556,07","550,316","547,01","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5117,97","567,627","399,023","10,4419","1,7889","248,071","248,95","247,632","295,096","306,4","249,829","249,829","558,044","546,58","533,08","538,28","555,74","543,26","544,03","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5133,79","572,51","401,133","10,4419","1,78924","248,774","251,938","247,983","295,096","306,4","250,181","250,181","563,25","554,284","542,576","535,784","554,86","536,54","555,51","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5059,18","580,566","394,863","10,4419","1,78959","248,774","251,982","247,544","295,096","306,4","249,917","250,093","565,752","553,042","552,718","549,216","551,992","569,804","580,452","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5029,69","577,393","398,555","10,4419","1,78993","249,082","253,037","249,873","295,096","306,4","250,005","249,873","550,437","550,434","556,82","558,674","541,634","586,604","588,618","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5029,1","574,219","388,184","10,4419","1,78972","248,291","251,763","251,016","295,096","306,4","249,873","249,829","542,93","554,508","573,328","552,656","546,266","538,444","538,072","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5090,82","573,242","400,254","10,4419","1,78938","248,599","249,434","250,972","295,096","306,4","249,829","249,829","536,423","556,096","560,488","545,468","549,79","520,964","520,414","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5138,09","571,655","401,895","10,4419","1,78903","248,027","248,95","251,455","295,096","306,4","250,181","249,829","531,418","561,65","561,024","560,7","553,758","564,09","529,8","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5146,09","577,637","396,68","10,4419","1,78869","248,203","247,544","251,587","295,096","306,4","249,917","249,653","549,336","553,49","560,914","545,464","549,352","575,18","539,066","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5178,13","568,481","404,648","10,4419","1,78834","249,17","249,829","250,356","295,096","306,4","250,181","249,961","554,441","547,038","558,438","534,372","544,062","560,844","548,224","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5199,22","576,538","404,121","10,4419","1,788","248,511","250,313","249,697","295,096","306,4","250,444","250,049","554,541","538,764","535,884","545,626","548,798","563,532","573,052","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5199,41","570,923","402,48","10,4419","1,78766","248,643","249,39","249,258","295,096","306,4","250,488","250,049","553,34","551,902","531,676","551,638","560,806","572,268","603,51","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5185,83","571,289","396,621","10,4419","1,78731","248,555","245,127","247,764","295,096","306,4","250,137","250,049","544,231","555,64",532,"562,34","563,01","514,468","542,154","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5175,29","572,876","395,215","10,4419","1,78697","248,335","248,687","247,939","295,096","306,4","248,994","250,049","530,017","565,616","539,336","551,408","561,14","495,538","507,174","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5187,11","578,491","385,84","10,4419","1,78662","248,115","248,071","251,235","295,096","306,4","248,906","249,873","542,229","561,31","550,234","540,234","557,612","556,81","528,25","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5134,67","568,115","399,434","10,4419","1,78628","248,071","247,456","252,378","295,096","306,4","248,95","250,005","549,636","531,066","553,796","552,032","558,16","629,284","573,938","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5081,84","575,439","397,324","10,4419","1,78593","248,95","249,521","250,005","295,096","306,4","250,005","250,049","543,73","533,442","539,872","557,654","560,258","639,926","600,976","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5007,81","564,819","395,566","10,4419","1,78559","248,818","249,873","249,39","295,096","306,4","250,444","250,225","561,248","546,244","547,102","545,704","551,444","581,23","541,272","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4926,37","578,125","391,992","10,4419","1,78524","248,73","249,829","249,741","295,096","306,4","249,961","250,093","556,843","550,658","548,936","541,956","531,066","558,268","530,126","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4902,44","569,092","402,129","10,4419","1,7849","248,203","252,993","249,126","295,096","306,4","250,181","250,049","554,141","562,438","549,152","544,296","533,158","579,884","563,124","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4921,97","573,608","402,773","10,4419","1,78455","247,896","248,335","249,302","295,096","306,4","250,269","250,049","550,837","558,478","545,812","552,736","530,842","577,308","560,478","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4972,27","572,144","390,527","10,4419","1,78421","248,027","248,555","248,687","295,096","306,4","250,269","250,225","556,843","548,172","551,422","547,498","532,938","507,972","508,39","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5020,31","576,172","392,285","10,4419","1,78386","247,896","250,005","249,038","295,096","306,4","250,269","249,917","558,545","554,172","553,04","535,7","533,71","518,05","503,974","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5027,34","571,533","386,66","10,4419","1,78352","247,852","246,577","249,521","295,096","306,4","250,093","249,829","558,145","555,754","554,336","550,392","547,366","572,266","526,704","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5118,65","564,697","403,242","10,4419","1,78317","248,203","247,588","250,664","295,096","306,4","250,4","250,356","564,05","549,296","550,34","555,626","538,004","606,988","557,938","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5234,38","563,354","407,813","10,4419","1,78283","248,291","248,071","250,928","295,096","306,4","250,488","250,488","565,552","547,71","549,26","555,86","534,81","612,7","564,45","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5281,84","573,608","394,922","10,4419","1,78248","248,115","250,708","251,631","295,096","306,4","250,137","250,137","559,146","548,622","550,988","547,108","537,01","585,372","555,178","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5247,27","577,637","406,699","10,4409","1,78214","248,071","252,598","251,104","295,096","306,4","249,521","250,049","554,741","543,41","542,356","547,736","544,168","544,492","541,388","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5102,44","576,538","396,855","10,4396","1,78179","248,247","252,202","251,279","295,096","306,4","249,917","250,049","541,628","537,522","543,978","543,752","541,86","532,396","546,904","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4971,88","578,613","409,16","10,4383","1,78145","249,346","252,729","251,367","295,096","306,4","250,4","250,049","544,131","550,438","547,534","541,332","556,734","559,276","550,768","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4815,33","588,501","403,008","10,437","1,7811","250,313","247,104","251,895","295,096","306,4","250,313","250,049","552,339","553,95","542,14","547,58","560,7","576,524","579,898","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4636,62","573,73","407,754","10,4357","1,78076","251,191","241,611","249,214","295,096","306,4","249,917","250,049","556,843","553,494","550,126","569,844","560,7","565,212","591,046","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4660,84","582,153","406,289","10,4344","1,78041","251,719","252,378","247,28","295,096","306,4","250,005","250,225","539,126","547,036","556,388","561,872","554,084","528,132","554,96","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4605,18","582,397","402,656","10,4331","1,78007","252,51","249,521","247,324","295,096","306,4","250,049","249,917","534,521","543,634","556,496","542,654","559,046","529,594","528,914","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4450,98","579,224","402,422","10,4318","1,77945","253,037","251,587","250,049","295,096","306,4","250,049","249,829","547,334","555,868","564,048","549,606","560,7","574,172","545,912","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4447,36","584,473","400,898","10,4305","1,77876","253,125","250,356","250,884","295,096","306,4","250,049","249,829","556,943","556,776","555,198","557,34","543,508","620,548","587,402","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4416,31","582,031","402,363","10,4292","1,77807","253,301","247,544","251,631","295,096","306,4","249,873","250,181","552,139","559,386","553,364","553,59","546,266","570,366","544,802","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4451,66","572,684","402,162","10,4279","1,77738","253,345","254,506","251,137","295,096","306,4","250,164","250,269","556,787","548,523","547,828","554,725","548,03","526,559","505,406","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4482,23","571,899","407,007","10,4266","1,7767","253,674","252,246","249,774","295,096","306,4","250,104","249,939","564,6","536,383","539,145","551,953","554,638","568,737","533,963","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4421,58","576,63","396,387","10,4253","1,77601","253,949","253,839","248,73","295,096","306,4","250,049","249,829","557,169","540,352","542,52","551,95","555,19","611,86","572,31","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4436,72","579,376","400,635","10,424","1,77532","253,674","252,411","248,511","295,096","306,4","250,049","250,159","539,401","550,263","550,073","566,11","557,94","572,66","540,86","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4559,28","575,714","404,736","10,4227","1,77463","253,729","247,797","249,829","295,096","306,4","250,049","250,269","537,9","551,535","553,58","564,55","566,893","529,392","512,585","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4731,15","566,101","406,714","10,4214","1,77394","253,455","248,016","250,763","295,096","306,4","250,049","249,939","535,648","551,11","543,193","537,6","563,315","551,378","532,858","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4845,8","573,883","401,074","10,4202","1,77325","253,345","249,994","250,598","295,096","306,4","249,884","250,159","546,533","555,363","544,807","537,205","560,005","593,24","580,172","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4934,38","572,815","410,01","10,4189","1,77256","253,674","249,664","250,653","295,096","306,4","249,829","250,269","556,543","556,353","536,855","539,255","560,422","623,068","625,42","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4983,79","574,493","409,937","10,4176","1,77188","253,455","249,06","250,543","295,096","306,4","250,159","249,939","560,797","556,638","545,35","545,51","548,302","582,463","580,313","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5076,56","564,117","398,804","10,4163","1,77119","252,85","246,808","250,323","295,096","306,4","249,939","250,159","555,542","550,405","552,095","545,02","543,345","535,693","529,41","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5071,88","562,592","407,373","10,415","1,7705","252,026","252,026","250,433","295,096","306,4","250,323","250,104","547,534","550,83","563,158","537,698","546,378","540,037","519,895","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5033,5","574,341","415,503","10,4137","1,76981","251,147","252,191","250,818","295,096","306,4","250,323","249,884","542,905","544,458","553,172","559,28","549,955","575,18","538,932","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4987,5","560,608","403,491","10,4124","1,76912","250,928","250,104","250,598","295,096","306,4","250,269","249,994","536,023","542,05","541,032","562,795","561,52","577,7","548,035","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4980,47","563,507","404,736","10,4111","1,76843","250,269","250,104","250,818","295,096","306,4","250,433","250,214","543,405","541,622","559,11","551,078","551,885","544,1","540,72","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4955,57","569,153","398,291","10,4098","1,76775","250,378","251,917","250,433","295,096","306,4","249,994","249,939","552,164","552,955","551,02","533,005","547,48","533,74","540,443","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5027,54","570,068","395,508","10,4085","1,76706","250,488","252,466","250,269","295,096","306,4","249,829","249,829","554,041","556,78","546,03","528,12","547,48","533,74","541,27","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5095,8","576,935","387,378","10,4072","1,76637","250,323","252,466","248,95","295,096","306,4","249,829","249,994","560,046","549,13","545,22","546,87","547,893","570,28","570,243","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5143,65","553,589","391,699","10,4059","1,76568","250,433","255,103","248,181","295,096","306,4","249,664","250,214","559,045","550,833","551,017","552,535","547,617","597,58","595,62","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5201,86","555,115","397,559","10,4046","1,76499","250,159","252,85","248,236","295,096","306,4","249,445","249,939","557,669","559,893","556,28","547,36","540,453","546,76","539,615","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5181,05","565,338","396,533","10,4024","1,7643","250,049","251,477","248,126","295,096","306,4","249,39","250,159","557,919","557,768","554,93","549,802","539,768","531,5","522,103","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5175,78","559,387","398,218","10,3999","1,76361","249,884","248,73","250,214","295,096","306,4","249,719","250,269","549,411","569,807","551,69","564,355","543,208","558,66","521,825","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5204,24","560,76","402,1","10,3974","1,76293","250,159","243,896","251,422","295,096","306,4","250,159","250,269","548,035","563,292","546,838","564,063","553,26","570,7","520,172","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16",5250,"560,303","398,291","10,3949","1,76224","249,774","250,818","251,422","295,096","306,4","250,104","250,269","540,277","556,633","539,01","542,872","563,723","554,18","520,172","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5237,89","556,488","400,195","10,3924","1,76155","249,115","251,587","250,873","295,096","306,4","250,214","250,104","553,29","552,242","540,09","550,685","564,138","552,5","548,038","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5194,92","553,589","408,618","10,3899","1,76086","248,621","252,246","251,697","295,096","306,4","250,269","249,884","564,551","571,503","536,715","554,885","554,36","590,86","607,35","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5113,67","560,76","397,852","10,3874","1,76017","249,5","249,39","250,049","295,096","306,4","250,269","249,829","560,547","559,182","545,753","545,608","549,268","584,7","608,725","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5050,39","556,488","393,237","10,3849","1,76","249,829","245,654","249,06","295,096","306,4","250,269","249,829","548,785","548,985","552,5","539,355","564,278","531,492","546,102","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5064,06","556,03","401,074","10,3824","1,76","249,5","243,127","247,632","295,096","306,4","250,269","249,994","537,274","529,875","552,77","555,275","568,685","525,898","520,307","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16",5100,"547,028","401,953","10,3799","1,76","249,39","253,784","248,016","295,096","306,4","250,433","250,049","534,521","544,315","557,758","563,28","565,515","591,84","557,415","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5118,36","547,485","399,39","10,3774","1,76","249,719","256,366","250,598","295,096","306,4","250,323","249,884","540,903","540,917","569,223","548,535","560,83","588,34","563,485","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5111,72","550,079","400,488","10,3749","1,76","249,664","252,521","251,697","295,096","306,4","250,269","249,829","544,907","540,07","564,773","535,448","565,792","541,16","526,79","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5135,94","554,199","401,074","10,3725","1,76","249,445","252,686","251,807","295,096","306,4","250,269","249,829","557,544","546,44","556,143","540,722","555,463","557,96","540,585","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5186,33","557,251","401,733","10,37","1,76","249,39","253,455","251,807","295,096","306,4","249,939","250,159","546,909","541,912","559,378","549,51","548,855","607,38","596,175","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5195,7","553,284","398,877","10,3675","1,76","249,719","249,115","249,994","295,096","306,4","250,159","249,939","548,41","536,385","555,063","545,117","542,66","566,36","552,725","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5248,44","562,286","394,336","10,365","1,76","249,829","249,28","248,401","295,096","306,4","249,939","249,994","544,156","534,83","540,492","541,208","549,54","520,573","506,098","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5291,41","558,929","391,846","10,3625","1,76","249,5","247,852","247,742","295,096","306,4","250,159","250,214","533,395","547,432","541,98","556,445","551,605","555,438","523,2","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5333,2","552,521","392,065","10,36","1,76","249,06","248,511","250,928","295,096","306,4","250,269","250,269","553,79","548,283","539,82","557,032","551,33","610,047","574,932","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5348,05","547,943","389,209","10,3575","1,76","249,445","247,797","251,532","295,096","306,4","250,104","250,269","549,911","550,12","542,115","536,135","540,59","591,843","566,105","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5419,92","551,91","396,753","10,355","1,76","249,445","249,554","251,697","295,096","306,4","249,884","250,269","563,3","564,708","534,833","538,48","536,185","556,14","542,24","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5451,56","551,758","401,367","10,3525","1,76","249,39","253,235","249,664","295,096","306,4","250,323","249,939","555,542","569,24","538,068","549,9","537,972","585,54","559,21","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5533,2","564,423","400,854","10,35","1,76","249,39","253,729","248,95","295,096","306,4","250,323","250,159","547,284","587,93","553,042","550,097","538,66","584,7","560,037","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5552,73","561,523","394,336","10,3475","1,76","249,06","250,763","248,456","295,096","306,4","250,269","249,609","540,027","588,64","564,238","541,6","535,772","524,773","506,927","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5585,55","552,216","400,195","10,345","1,76","249,609","249,17","248,291","295,096","306,4","250,269","249,719","544,406","556,635","571,383","546,388","546,788","519,73","508,17","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5609,38","549,927","402,832","10,3425","1,76","249,829","248,95","248,291","295,096","306,4","250,269","249,829","546,533","546,58",573,"548,83","550,78","524,21","514,24","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5639,84","560,913","400,415","10,34","1,76","249,664","250,104","247,797","295,096","306,4","250,269","250,159","554,416","543,182","567,742","565,525","548,305","588,478","549,828","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5662,11","559,998","405,542","10,3379","1,76","249,445","248,676","250,433","295,096","306,4","250,269","249,609","558,17","552,67","555,468","569,92","548,718","625,867","591,487","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5644,14","563,507","396,753","10,3361","1,76","249,719","252,356","251,532","295,096","306,4","249,774","249,884","558,545","542,193","553,58","554,59","567,715","574,063","546,378","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5635,55","553,741","396,24","10,3342","1,76","249,829","248,676","251,587","295,096","306,4","249,445","250,049","558,92","535,818","544,407","547,262","563,583","565,1","556,17","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5726,95","561,371","393,75","10,3323","1,76","249,5","252,246","251,587","295,096","306,4","249,884","250,049","552,289","544,175","547,237","551,76","554,357","592,4","595,348","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5771,88","551,453","410,156","10,3304","1,76","249,39","249,225","249,939","295,096","306,4","249,884","250,214","544,031","536,102","544,813","547,655","554,5","571,4","559,755","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5730,47","559,235","406,128","10,3285","1,76","249,719","251,917","248,73","295,096","306,4","250,159","250,433","542,404","544,315","544,545","555,075","556,015","546,62","535,483","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5693,75","562,439","405,688","10,3266","1,76","249,5","251,038","247,852","295,096","306,4","250,269","250,488","548,535","550,83","546,563","553,22","555,052","569,3","561,828","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5685,94","564,88","399,17","10,3247","1,76","249,06","249,939","247,961","295,096","306,4","249,939","250,323","550,162","547,435","549,53","540,138","554,64","573,08","570,795","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5652,73","563,965","402,612","10,3229","1,76","248,95","250,653","250,873","295,096","306,4","249,994","249,939","553,415","554,51","542,653","533,69","535,635","534,713","544,45","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5627,34","563,354","406,348","10,321","1,76","249,28","250,433","251,642","295,096","306,4","250,049","249,829","557,169","567,54","541,305","543,063","534,67","556,557","546,927","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5665,23","559,692","407,153","10,3191","1,76","249,554","253,564","252,081","295,096","306,4","250,049","250,159","567,429","559,465","555,465","556,74","528,615","592,26","570,518","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5658,59","569,458","398,877","10,3172","1,76","248,785","249,39","252,081","295,096","306,4","249,884","249,609","555,917","556,068","550,337","549,315","534,67","538,213","514,65","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5741,8","562,134","395,654","10,3153","1,76","249,17","250,928","249,06","295,096","306,4","250,159","249,39","538,275","548,988","555,605","556,545","539,218","517,49","495,478","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5801,17","566,254","399,023","10,3134","1,76","249,225","245,435","247,247","295,096","306,4","250,269","249,39","543,03","564,85","562,078","554,295","548,44","555,718","517,96","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5741,8","561,981","405,249","10,3115","1,76","248,84","254,938","247,797","295,096","306,4","249,939","249,39","546,783","560,74","556,008","552,34","551,33","597,86","553,41","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5604,3","563,354","417,92","10,3097","1,76","248,566","255,377","248,73","295,096","306,4","249,994","250,049","553,04","553,523","556,415",550,"548,855","593,38","566,518","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5574,22","562,744","410,596","10,3078","1,76","249,17","256,366","251,257","295,096","306,4","250,214","250,928","563,3","538,225","551,285","554,2","558,357","567,62","564,865","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5532,03","562,134","395,508","10,3059","1,76","249,225","249,829","251,862","295,096","306,4","250,104","250,323","553,665","556,92","559,782","548,24","556,843","544,66","562,655","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5515,23","562,134","391,699","10,304","1,76","249,17","247,412","251,807","295,096","306,4","250,049","250,049","549,536","564,71","563,29","545,7","555,19","539,34","562,24","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5519,92","558,014","397,192","10,3021","1,76","249,994","248,236","251,807","295,096","306,4","249,884","249,884","558,92","546,44","555,602","541,305","553,12",549,"561,828","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5538,67","563,965","402,319","10,3002","1,76","249,774","250,323","250,159","295,096","306,4","249,829","249,829","544,031","538,655","542,518","560,353","561,52","573,22","572,453","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5557,03","557,251","402,539","10,2983","1,76","249,28","250,598","249,28","295,096","306,4","249,829","249,829","536,148","555,505","544,275","560,155","561,242","586,94","584,725","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5560,55","552,368","392,358","10,2965","1,76","249,335","248,346","248,511","295,096","306,4","249,994","250,323","537,775","543,468","542,79","553,122","554,357","532,052","530,927","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5598,05","560,455","386,865","10,2946","1,76","249,554","251,422","249,28","295,096","306,4","250,214","250,653","532,144","538,368","536,047","540,138","559,458","524,358","516,995","66,3","1,96"
